fecha,region,producto,precio,marketing,clientes_web,clientes_tienda,ventas
2018-03-09,Norte,C,64.34,9.42,202,131,199.2
2018-03-10,Occidente,C,48.34,50.57,205,118,1.5
2018-03-11,Sur,C,54.95,157.43,176,118,187.4
2018-03-12,Sur,A,54.02,347.56,209,109,191.1
2018-03-13,Sur,C,58.62,68.33,205,122,15.3
2018-03-14,Norte,B,52.87,218.47,190,110,160.6
2018-03-15,Sur,A,58.45,290.38,193,112,223.6
2018-03-16,Norte,C,55.07,58.51,209,116,121.2
2018-03-17,Sur,B,56.57,15.71,214,103,117.6
2018-03-18,Occidente,C,54.42,37.12,220,115,63.1
2018-03-19,Occidente,B,39.93,49.03,208,107,51.4
2018-03-20,Centro,B,38.29,60.61,198,131,120.2
2018-03-21,Occidente,C,46.47,103.47,201,106,93.1
2018-03-22,Centro,C,65.52,103.62,209,122,110.0
2018-03-23,Occidente,A,48.28,78.36,225,121,85.7
2018-03-24,Norte,C,53.1,25.92,214,114,74.3
2018-03-25,Occidente,B,30.33,45.17,221,115,8.5
2018-03-26,Centro,D,51.94,53.35,217,136,149.6
2018-03-27,Centro,A,50.86,108.98,199,139,88.1
2018-03-28,Sur,B,23.27,15.25,206,114,21.6
2018-03-29,Norte,B,52.91,27.66,190,115,35.1
2018-03-30,Occidente,D,33.49,33.39,222,119,37.0
2018-03-31,Sur,C,42.75,73.06,203,111,115.4
2018-04-01,Occidente,B,59.94,141.67,206,120,120.5
2018-04-02,Occidente,D,51.57,186.01,197,132,100.4
2018-04-03,Sur,D,45.52,135.61,225,106,192.3
2018-04-04,Sur,C,44.66,137.9,200,111,78.8
2018-04-05,Sur,D,45.82,27.56,175,126,-9.9
2018-04-06,Sur,D,51.61,216.11,199,135,133.8
2018-04-07,Sur,D,37.99,5.4,212,102,-15.2
2018-04-08,Occidente,D,61.24,77.71,195,119,118.8
2018-04-09,Sur,D,38.52,9.26,201,126,66.0
2018-04-10,Norte,D,32.73,91.85,181,130,92.1
2018-04-11,Centro,B,59.91,4.84,209,106,167.0
2018-04-12,Sur,A,45.63,102.42,178,118,213.3
2018-04-13,Sur,C,50.7,3.43,186,123,56.0
2018-04-14,Occidente,A,56.55,18.05,205,125,89.6
2018-04-15,Sur,C,42.81,139.99,186,101,62.2
2018-04-16,Sur,A,51.37,36.06,180,124,170.9
2018-04-17,Sur,C,56.48,215.52,212,117,128.4
2018-04-18,Occidente,D,66.43,10.33,197,97,64.5
2018-04-19,Sur,A,44.89,75.62,222,92,99.4
2018-04-20,Centro,A,45.37,260.09,203,101,100.2
2018-04-21,Occidente,C,55.63,53.3,210,117,109.3
2018-04-22,Centro,C,52.09,39.72,176,126,19.3
2018-04-23,Occidente,B,48.63,338.08,196,128,217.2
2018-04-24,Sur,D,65.93,55.2,214,107,34.7
2018-04-25,Centro,D,33.18,120.01,190,109,51.6
2018-04-26,Occidente,B,35.78,252.5,189,121,157.3
2018-04-27,Norte,C,33.29,1.08,199,121,15.9
2018-04-28,Sur,D,62.02,84.25,218,124,124.4
2018-04-29,Occidente,C,55.15,124.98,193,117,116.7
2018-04-30,Norte,D,36.29,54.3,210,106,82.2
2018-05-01,Occidente,A,48.77,111.76,188,125,-23.0
2018-05-02,Norte,A,49.72,164.2,200,117,107.9
2018-05-03,Sur,D,27.91,37.92,197,122,87.8
2018-05-04,Centro,D,51.88,39.03,202,116,102.4
2018-05-05,Norte,D,38.22,9.19,199,128,-0.6
2018-05-06,Occidente,B,57.07,310.16,183,123,196.5
2018-05-07,Sur,D,38.53,3.35,193,107,25.1
2018-05-08,Norte,B,52.19,63.62,208,125,64.0
2018-05-09,Occidente,B,62.95,76.11,184,135,1.4
2018-05-10,Occidente,A,59.75,15.21,197,110,61.3
2018-05-11,Occidente,D,55.07,67.34,215,114,112.0
2018-05-12,Norte,A,49.19,34.92,214,140,186.5
2018-05-13,Norte,A,35.0,162.23,200,104,49.4
2018-05-14,Norte,B,45.61,173.23,197,126,72.3
2018-05-15,Centro,C,47.74,56.7,195,107,144.9
2018-05-16,Norte,B,47.02,57.0,209,125,207.5
2018-05-17,Norte,A,34.66,7.89,201,109,88.4
2018-05-18,Norte,B,54.34,44.18,202,124,113.3
2018-05-19,Centro,B,38.19,52.02,211,115,81.9
2018-05-20,Norte,B,65.46,59.17,187,118,130.0
2018-05-21,Occidente,D,51.48,60.31,215,113,90.8
2018-05-22,Norte,B,59.79,9.67,227,120,125.4
2018-05-23,Occidente,A,59.59,17.8,246,114,145.0
2018-05-24,Occidente,B,70.78,56.89,190,121,72.8
2018-05-25,Occidente,D,51.82,47.54,180,119,96.0
2018-05-26,Centro,A,46.1,15.36,227,104,110.9
2018-05-27,Centro,B,46.29,104.6,208,121,118.4
2018-05-28,Centro,A,64.96,12.52,206,117,48.6
2018-05-29,Norte,D,36.8,0.52,211,135,101.9
2018-05-30,Occidente,C,41.22,94.83,207,115,134.7
2018-05-31,Centro,D,52.37,8.64,192,128,70.8
2018-06-01,Centro,D,48.47,6.24,203,101,109.3
2018-06-02,Norte,A,59.68,8.97,199,134,70.5
2018-06-03,Centro,A,36.61,275.43,191,136,237.7
2018-06-04,Norte,C,49.33,11.13,184,129,83.1
2018-06-05,Sur,C,48.13,182.66,207,126,204.9
2018-06-06,Centro,C,39.28,149.87,204,122,33.0
2018-06-07,Sur,D,58.79,184.01,204,126,206.7
2018-06-08,Norte,D,49.08,92.94,211,120,138.3
2018-06-09,Occidente,C,48.66,16.85,189,121,129.4
2018-06-10,Centro,C,41.75,147.36,206,106,81.8
2018-06-11,Norte,C,46.3,83.35,180,115,98.0
2018-06-12,Occidente,B,39.78,84.01,216,108,112.7
2018-06-13,Occidente,B,58.64,93.85,195,117,91.2
2018-06-14,Sur,C,60.33,16.06,172,108,48.4
2018-06-15,Norte,D,66.8,34.46,215,110,101.9
2018-06-16,Occidente,A,54.34,503.5,166,121,206.7
2018-06-17,Centro,D,46.61,206.73,210,130,171.0
2018-06-18,Centro,A,45.31,44.51,217,142,100.7
2018-06-19,Sur,C,54.91,430.78,193,133,233.7
2018-06-20,Occidente,B,52.01,7.22,213,129,66.4
2018-06-21,Norte,B,48.26,42.9,207,106,52.2
2018-06-22,Centro,A,47.38,81.01,200,136,170.4
2018-06-23,Occidente,C,61.71,97.01,184,134,148.0
2018-06-24,Occidente,B,45.68,163.56,205,108,67.1
2018-06-25,Sur,C,63.47,133.43,211,139,76.1
2018-06-26,Centro,C,51.82,116.48,209,129,171.7
2018-06-27,Centro,A,46.32,366.35,197,115,194.1
2018-06-28,Norte,C,42.15,91.22,184,98,82.0
2018-06-29,Centro,C,48.45,0.66,206,116,-54.0
2018-06-30,Norte,A,55.03,95.91,222,125,35.5
2018-07-01,Centro,B,46.23,142.27,202,108,138.2
2018-07-02,Sur,D,58.5,250.22,183,129,166.5
2018-07-03,Centro,C,45.73,49.81,199,113,183.2
2018-07-04,Norte,A,48.75,5.3,208,120,121.9
2018-07-05,Norte,B,37.13,13.56,185,113,53.8
2018-07-06,Sur,C,55.59,238.53,184,109,194.1
2018-07-07,Centro,D,47.33,300.71,225,126,244.8
2018-07-08,Centro,B,65.79,26.48,199,127,106.8
2018-07-09,Sur,A,57.05,112.58,195,111,99.8
2018-07-10,Centro,C,50.84,64.12,194,122,95.7
2018-07-11,Centro,A,62.25,92.73,188,119,8.0
2018-07-12,Norte,D,54.05,5.17,206,95,51.6
2018-07-13,Centro,D,60.08,332.46,201,156,130.4
2018-07-14,Centro,A,41.38,63.79,207,102,191.7
2018-07-15,Sur,C,54.61,148.11,197,147,186.9
2018-07-16,Sur,A,55.03,72.68,208,119,147.0
2018-07-17,Occidente,B,34.55,194.33,199,117,122.3
2018-07-18,Norte,A,65.07,100.2,211,106,127.9
2018-07-19,Centro,D,38.4,38.66,175,112,167.3
2018-07-20,Centro,C,37.01,69.03,205,100,103.4
2018-07-21,Occidente,C,21.51,156.34,197,124,130.5
2018-07-22,Centro,D,54.74,31.23,222,114,61.6
2018-07-23,Norte,D,33.57,154.64,185,130,104.4
2018-07-24,Occidente,B,44.83,123.35,217,125,168.0
2018-07-25,Norte,D,58.38,0.83,181,103,77.1
2018-07-26,Occidente,D,51.92,201.54,197,127,119.3
2018-07-27,Occidente,D,43.76,73.57,196,112,91.9
2018-07-28,Sur,C,34.09,262.43,207,107,203.5
2018-07-29,Norte,D,48.92,1.09,210,118,68.7
2018-07-30,Centro,A,58.55,197.88,212,113,29.7
2018-07-31,Centro,A,57.01,147.02,197,113,153.0
2018-08-01,Norte,C,67.87,108.2,171,111,63.8
2018-08-02,Centro,B,43.47,91.14,193,104,36.6
2018-08-03,Centro,B,36.83,91.47,199,95,148.1
2018-08-04,Norte,C,53.1,182.58,206,121,190.7
2018-08-05,Occidente,A,52.11,510.53,216,118,271.4
2018-08-06,Norte,C,49.95,62.02,197,110,84.0
2018-08-07,Occidente,D,42.54,83.57,194,102,95.1
2018-08-08,Centro,C,23.47,20.04,199,114,189.5
2018-08-09,Centro,B,39.93,49.75,212,113,66.6
2018-08-10,Centro,A,55.57,18.55,204,94,51.3
2018-08-11,Sur,B,52.84,1.05,220,119,-24.9
2018-08-12,Occidente,B,59.65,128.57,211,111,43.5
2018-08-13,Sur,A,53.45,36.51,208,111,86.1
2018-08-14,Sur,D,57.36,204.06,200,116,169.1
2018-08-15,Norte,A,57.65,67.59,194,104,91.3
2018-08-16,Sur,A,50.2,163.04,196,105,64.4
2018-08-17,Norte,C,50.27,55.11,196,129,103.7
2018-08-18,Norte,A,20.91,178.83,202,132,114.2
2018-08-19,Sur,C,43.43,193.77,193,111,88.9
2018-08-20,Occidente,B,43.87,62.89,200,104,156.2
2018-08-21,Occidente,A,48.91,270.35,182,140,257.2
2018-08-22,Occidente,D,40.7,34.99,209,121,119.8
2018-08-23,Occidente,C,59.38,46.82,198,120,188.6
2018-08-24,Occidente,C,41.18,64.75,210,108,69.0
2018-08-25,Sur,D,61.02,137.88,206,120,94.6
2018-08-26,Sur,C,40.39,50.86,229,104,52.5
2018-08-27,Centro,C,43.96,8.75,223,122,6.9
2018-08-28,Occidente,D,43.2,0.23,207,127,102.2
2018-08-29,Sur,B,45.04,206.15,174,129,180.6
2018-08-30,Centro,A,61.79,102.15,201,121,9.2
2018-08-31,Occidente,A,46.73,18.64,219,123,89.1
2018-09-01,Norte,A,46.98,232.41,199,110,137.3
2018-09-02,Centro,A,42.58,128.12,217,121,96.8
2018-09-03,Sur,A,47.4,144.93,177,118,94.9
2018-09-04,Norte,A,52.16,59.69,168,120,102.2
2018-09-05,Norte,C,47.85,139.85,181,101,124.2
2018-09-06,Norte,A,48.5,93.13,209,142,105.7
2018-09-07,Centro,C,60.16,132.65,199,134,135.0
2018-09-08,Sur,D,52.74,41.3,201,126,47.8
2018-09-09,Norte,B,38.49,76.58,226,128,66.9
2018-09-10,Occidente,C,49.15,3.62,206,124,51.9
2018-09-11,Norte,B,44.62,17.71,198,112,83.7
2018-09-12,Norte,D,55.21,194.07,200,129,186.9
2018-09-13,Centro,A,51.03,106.73,187,127,44.6
2018-09-14,Centro,B,61.3,176.04,188,127,120.3
2018-09-15,Sur,B,42.6,82.34,175,123,120.9
2018-09-16,Occidente,D,48.08,56.6,177,142,149.4
2018-09-17,Centro,D,39.36,168.81,179,113,45.1
2018-09-18,Norte,D,49.58,4.83,193,118,191.0
2018-09-19,Sur,C,34.63,116.05,205,126,183.9
2018-09-20,Norte,C,53.21,94.02,182,141,104.2
2018-09-21,Norte,B,49.45,3.63,188,114,41.6
2018-09-22,Centro,D,51.55,40.89,209,131,62.6
2018-09-23,Sur,B,57.88,73.07,201,151,107.1
2018-09-24,Occidente,A,52.25,3.3,210,133,35.0
2018-09-25,Occidente,D,37.23,36.82,199,114,75.2
2018-09-26,Centro,C,44.44,1.5,191,120,35.4
2018-09-27,Centro,D,49.2,31.72,202,140,157.8
2018-09-28,Sur,B,46.72,379.34,153,103,161.3
2018-09-29,Occidente,C,47.94,60.45,238,120,155.4
2018-09-30,Occidente,A,66.21,298.63,184,105,180.6
2018-10-01,Occidente,A,51.0,163.05,213,118,141.2
2018-10-02,Norte,B,53.82,30.41,208,112,62.4
2018-10-03,Occidente,D,29.91,276.05,208,122,125.6
2018-10-04,Norte,A,57.46,35.68,188,113,112.9
2018-10-05,Sur,B,78.52,42.36,197,117,100.0
2018-10-06,Norte,C,63.46,36.15,198,98,112.6
2018-10-07,Sur,C,45.6,58.39,200,117,52.8
2018-10-08,Occidente,B,72.81,7.65,215,132,126.3
2018-10-09,Occidente,D,50.27,169.46,236,113,153.2
2018-10-10,Sur,D,53.07,8.55,215,125,106.2
2018-10-11,Centro,D,47.33,65.12,183,111,-47.2
2018-10-12,Sur,D,47.07,7.2,199,121,176.5
2018-10-13,Centro,B,27.52,106.36,201,120,112.1
2018-10-14,Norte,B,57.87,59.82,203,126,58.8
2018-10-15,Norte,C,47.03,0.11,193,117,80.5
2018-10-16,Norte,C,48.12,56.43,213,123,182.4
2018-10-17,Occidente,D,52.73,45.21,207,115,-23.4
2018-10-18,Norte,A,45.85,245.49,207,120,204.3
2018-10-19,Centro,A,52.64,91.37,188,121,1.5
2018-10-20,Norte,C,62.03,175.55,224,131,92.6
2018-10-21,Sur,C,54.05,15.62,194,133,38.0
2018-10-22,Sur,B,48.47,13.51,217,123,59.7
2018-10-23,Occidente,C,48.77,20.2,192,109,75.4
2018-10-24,Sur,C,52.01,287.63,221,141,218.9
2018-10-25,Centro,D,41.68,10.47,188,118,121.6
2018-10-26,Norte,A,52.08,66.06,219,112,-13.8
2018-10-27,Occidente,A,56.85,7.93,185,126,53.6
2018-10-28,Norte,B,50.88,142.2,185,103,9.6
2018-10-29,Norte,A,45.76,48.59,199,128,92.3
2018-10-30,Centro,D,47.13,94.61,204,115,103.1
2018-10-31,Sur,D,56.52,7.43,186,113,63.6
2018-11-01,Sur,B,39.0,56.47,183,128,91.0
2018-11-02,Norte,C,41.84,14.36,201,109,60.7
2018-11-03,Occidente,C,33.93,39.23,162,109,156.4
2018-11-04,Sur,D,50.34,20.93,185,125,170.9
2018-11-05,Occidente,B,58.62,65.73,186,135,183.2
2018-11-06,Sur,D,63.31,224.02,200,116,112.1
2018-11-07,Occidente,A,65.49,50.63,214,116,183.0
2018-11-08,Centro,A,43.1,233.96,195,141,99.3
2018-11-09,Occidente,D,52.5,149.14,210,115,152.5
2018-11-10,Centro,C,45.98,137.4,204,128,121.3
2018-11-11,Centro,A,66.48,151.91,219,121,104.0
2018-11-12,Occidente,B,63.03,124.02,189,126,224.7
2018-11-13,Centro,C,51.68,22.72,206,130,30.0
2018-11-14,Norte,A,43.81,182.23,217,113,152.8
2018-11-15,Centro,D,15.52,47.15,204,121,108.5
2018-11-16,Sur,C,35.66,31.36,191,107,37.6
2018-11-17,Occidente,C,31.48,179.02,187,126,150.8
2018-11-18,Norte,A,35.54,96.04,228,105,120.4
2018-11-19,Occidente,B,68.79,29.18,207,129,82.2
2018-11-20,Sur,A,37.05,218.65,187,133,110.2
2018-11-21,Sur,A,39.39,77.4,202,105,67.4
2018-11-22,Sur,A,40.79,2.42,183,129,13.3
2018-11-23,Centro,A,75.99,74.83,193,112,65.0
2018-11-24,Centro,A,49.38,310.27,196,131,163.2
2018-11-25,Occidente,D,59.94,17.67,182,132,56.2
2018-11-26,Occidente,A,51.75,35.81,191,110,1.5
2018-11-27,Norte,B,30.16,25.94,203,128,73.4
2018-11-28,Norte,C,65.33,24.89,215,111,99.0
2018-11-29,Occidente,D,54.01,8.04,207,108,102.2
2018-11-30,Centro,B,48.78,62.82,200,124,97.1
2018-12-01,Sur,A,67.6,170.62,232,131,224.4
2018-12-02,Occidente,B,46.53,27.45,190,137,156.4
2018-12-03,Norte,C,48.56,124.18,178,102,124.8
2018-12-04,Centro,B,46.55,85.11,180,104,105.8
2018-12-05,Occidente,A,60.76,23.86,197,132,102.2
2018-12-06,Occidente,C,58.14,84.31,227,139,88.4
2018-12-07,Centro,A,52.79,73.93,226,122,144.3
2018-12-08,Occidente,A,39.48,25.6,198,127,95.8
2018-12-09,Centro,D,46.3,1.71,233,148,188.4
2018-12-10,Sur,C,39.48,52.24,184,102,44.0
2018-12-11,Centro,C,61.6,39.03,180,155,31.6
2018-12-12,Centro,A,34.25,33.24,213,127,128.2
2018-12-13,Centro,B,65.94,119.95,212,131,97.3
2018-12-14,Occidente,C,62.88,123.6,207,112,137.0
2018-12-15,Occidente,B,40.81,261.31,224,129,53.6
2018-12-16,Centro,B,45.84,2.78,195,133,142.5
2018-12-17,Occidente,C,42.88,241.19,211,118,176.8
2018-12-18,Norte,B,54.3,112.17,213,113,201.7
2018-12-19,Norte,C,64.12,107.73,166,118,82.5
2018-12-20,Occidente,D,61.86,483.53,207,110,187.6
2018-12-21,Occidente,C,45.67,8.1,207,129,96.2
2018-12-22,Centro,C,62.55,162.56,173,110,87.2
2018-12-23,Sur,C,61.72,89.98,197,99,35.7
2018-12-24,Occidente,D,48.11,17.64,181,104,140.9
2018-12-25,Norte,B,49.91,147.32,213,134,110.5
2018-12-26,Centro,D,65.42,44.42,217,113,66.3
2018-12-27,Occidente,B,60.58,29.13,205,123,73.9
2018-12-28,Norte,C,62.25,86.11,208,126,125.7
2018-12-29,Norte,C,75.85,64.82,204,117,78.4
2018-12-30,Sur,D,55.47,17.09,188,124,77.3
2018-12-31,Centro,D,53.26,131.33,223,113,129.2
2019-01-01,Centro,D,63.58,37.38,178,142,169.4
2019-01-02,Sur,D,69.88,67.73,208,115,122.1
2019-01-03,Sur,C,43.89,34.07,207,131,46.6
2019-01-04,Centro,C,47.98,58.03,216,118,105.1
2019-01-05,Centro,A,39.81,28.72,183,125,160.8
2019-01-06,Occidente,D,53.43,65.55,220,130,163.2
2019-01-07,Occidente,D,58.89,17.51,187,121,-5.9
2019-01-08,Sur,B,40.51,33.24,203,124,85.4
2019-01-09,Occidente,B,61.34,23.98,183,116,176.0
2019-01-10,Norte,C,45.47,44.77,167,122,116.3
2019-01-11,Occidente,A,44.65,177.33,195,117,159.5
2019-01-12,Occidente,D,61.3,68.4,191,132,138.6
2019-01-13,Norte,A,43.75,55.16,215,118,149.5
2019-01-14,Sur,A,35.97,84.95,222,132,144.4
2019-01-15,Norte,C,57.44,153.53,212,116,182.7
2019-01-16,Occidente,A,48.68,35.24,197,118,37.9
2019-01-17,Sur,D,61.98,164.47,169,122,88.8
2019-01-18,Occidente,C,58.33,28.71,197,122,90.5
2019-01-19,Norte,A,32.52,188.35,224,106,62.9
2019-01-20,Norte,C,63.16,179.29,208,111,112.6
2019-01-21,Occidente,C,69.0,89.37,184,117,63.2
2019-01-22,Centro,B,60.34,44.1,210,113,64.7
2019-01-23,Centro,C,60.74,53.49,178,118,102.5
2019-01-24,Norte,A,47.52,167.68,196,112,74.8
2019-01-25,Norte,B,45.23,8.6,215,121,7.6
2019-01-26,Centro,D,52.12,154.55,203,130,135.3
2019-01-27,Centro,D,59.2,14.3,206,129,67.0
2019-01-28,Occidente,D,58.95,169.02,206,119,127.8
2019-01-29,Occidente,D,45.62,231.62,180,122,146.3
2019-01-30,Centro,D,44.61,72.04,204,107,107.3
2019-01-31,Occidente,A,35.1,139.79,230,114,137.5
2019-02-01,Occidente,C,56.47,22.62,219,127,136.7
2019-02-02,Sur,B,46.1,147.7,176,94,124.2
2019-02-03,Occidente,C,46.99,121.36,199,110,128.2
2019-02-04,Norte,C,67.28,12.19,202,117,74.8
2019-02-05,Occidente,A,55.98,70.13,199,129,55.9
2019-02-06,Occidente,A,53.23,145.3,222,112,210.6
2019-02-07,Centro,A,58.3,9.71,205,138,1.5
2019-02-08,Norte,B,64.21,107.54,194,112,39.2
2019-02-09,Occidente,A,33.83,161.57,232,120,96.5
2019-02-10,Occidente,C,44.34,42.82,196,108,96.4
2019-02-11,Sur,B,47.68,48.1,240,108,135.2
2019-02-12,Occidente,A,40.22,32.08,193,128,111.4
2019-02-13,Occidente,A,47.35,20.7,190,140,70.2
2019-02-14,Sur,A,34.49,316.66,196,115,267.5
2019-02-15,Centro,C,59.22,121.59,184,129,62.0
2019-02-16,Occidente,A,44.82,5.41,205,130,-7.8
2019-02-17,Sur,C,52.01,262.65,190,111,200.3
2019-02-18,Norte,B,50.51,12.27,189,113,118.1
2019-02-19,Centro,A,55.57,257.78,197,133,177.0
2019-02-20,Norte,D,25.39,60.11,209,126,3.5
2019-02-21,Norte,D,54.5,66.49,198,146,154.5
2019-02-22,Sur,C,47.25,77.67,188,122,97.2
2019-02-23,Occidente,A,54.07,9.84,195,106,90.1
2019-02-24,Sur,A,38.21,109.32,181,137,46.1
2019-02-25,Sur,D,54.14,106.18,199,100,189.1
2019-02-26,Sur,B,62.99,86.22,196,132,120.8
2019-02-27,Sur,B,51.9,218.73,179,110,129.7
2019-02-28,Centro,C,42.83,65.09,195,113,162.9
2019-03-01,Occidente,D,43.26,123.97,179,135,82.4
2019-03-02,Norte,C,55.76,41.44,198,119,111.5
2019-03-03,Norte,C,55.7,258.54,210,122,76.3
2019-03-04,Occidente,B,53.57,268.99,206,91,249.4
2019-03-05,Norte,D,49.62,65.8,194,106,58.9
2019-03-06,Occidente,C,52.03,133.16,182,93,166.2
2019-03-07,Norte,B,49.35,26.56,195,120,149.9
2019-03-08,Sur,B,46.19,103.14,166,102,176.9
2019-03-09,Norte,A,57.57,8.89,202,115,43.5
2019-03-10,Occidente,D,53.1,198.47,192,127,191.2
2019-03-11,Occidente,D,62.91,127.86,224,114,141.1
2019-03-12,Occidente,A,61.17,309.9,218,105,126.5
2019-03-13,Occidente,C,52.77,150.61,178,140,114.9
2019-03-14,Occidente,B,55.95,20.21,212,109,25.8
2019-03-15,Centro,B,40.43,63.01,187,124,216.6
2019-03-16,Centro,B,49.22,78.18,196,116,96.4
2019-03-17,Norte,A,53.43,176.3,189,121,107.5
2019-03-18,Occidente,B,34.17,79.94,198,110,53.3
2019-03-19,Norte,C,54.29,64.76,197,118,79.1
2019-03-20,Occidente,C,40.41,124.83,208,102,100.3
2019-03-21,Occidente,A,41.5,102.77,200,130,138.2
2019-03-22,Centro,C,44.71,138.14,185,113,88.6
2019-03-23,Centro,D,49.69,64.46,177,124,82.5
2019-03-24,Sur,D,36.72,128.56,185,133,135.3
2019-03-25,Centro,B,58.57,354.41,190,122,196.8
2019-03-26,Sur,B,51.77,20.04,208,122,80.6
2019-03-27,Sur,D,69.25,5.37,200,116,95.9
2019-03-28,Sur,C,53.0,84.57,221,105,63.9
2019-03-29,Sur,A,55.71,17.25,207,130,101.1
2019-03-30,Sur,B,41.46,18.04,220,102,93.1
2019-03-31,Norte,B,38.18,111.52,204,117,48.2
2019-04-01,Centro,D,56.19,54.81,200,124,106.1
2019-04-02,Sur,D,39.07,3.31,185,123,19.8
2019-04-03,Occidente,A,56.42,82.47,190,113,168.8
2019-04-04,Centro,B,67.07,28.02,186,110,55.9
2019-04-05,Centro,C,59.46,56.88,197,106,82.2
2019-04-06,Sur,C,55.7,3.98,199,117,77.1
2019-04-07,Norte,D,52.69,6.56,231,124,108.4
2019-04-08,Sur,A,46.16,21.26,179,118,89.2
2019-04-09,Norte,D,48.85,126.69,197,125,117.5
2019-04-10,Occidente,A,44.35,156.06,188,124,136.5
2019-04-11,Centro,C,36.85,42.12,178,100,130.5
2019-04-12,Occidente,A,50.35,13.42,200,120,90.4
2019-04-13,Norte,C,61.08,275.52,182,101,166.0
2019-04-14,Norte,A,37.11,154.73,229,107,192.3
2019-04-15,Occidente,D,63.98,18.02,190,118,155.5
2019-04-16,Norte,C,62.17,25.74,195,94,41.6
2019-04-17,Occidente,B,53.97,3.72,192,122,-7.6
2019-04-18,Centro,B,54.05,231.14,186,135,80.2
2019-04-19,Occidente,C,48.14,270.73,168,138,217.4
2019-04-20,Centro,B,50.42,8.65,213,120,164.6
