fecha,region,producto,precio,marketing,clientes_web,clientes_tienda,ventas
2020-06-30,Centro,B,46.23,142.27,202,108,6446.16
2020-07-01,Sur,D,58.5,250.22,183,129,8665.37
2020-07-02,Centro,C,45.73,49.81,199,113,6740.71
2020-07-03,Norte,A,48.75,5.3,208,120,7300.03
2020-07-04,Norte,B,37.13,13.56,185,113,4920.57
2020-07-05,Sur,C,55.59,238.53,184,109,7618.22
2020-07-06,Centro,D,47.33,300.71,225,126,7800.26
2020-07-07,Centro,B,65.79,26.48,199,127,9845.27
2020-07-08,Sur,A,57.05,112.58,195,111,7777.48
2020-07-09,Centro,C,50.84,64.12,194,122,7324.76
2020-07-10,Centro,A,62.25,92.73,188,119,8342.92
2020-07-11,Norte,D,54.05,5.17,206,95,6831.88
2020-07-12,Centro,D,60.08,332.46,201,156,10114.71
2020-07-13,Centro,A,41.38,63.79,207,102,5949.53
2020-07-14,Sur,C,54.61,148.11,197,147,9150.07
2020-07-15,Sur,A,55.03,72.68,208,119,8227.3
2020-07-16,Occidente,B,34.55,194.33,199,117,4951.04
2020-07-17,Norte,A,65.07,100.2,211,106,9056.92
2020-07-18,Centro,D,38.4,38.66,175,112,5392.85
2020-07-19,Centro,C,37.01,69.03,205,100,4943.66
2020-07-20,Occidente,C,21.51,156.34,197,124,3268.08
2020-07-21,Centro,D,54.74,31.23,222,114,7904.05
2020-07-22,Norte,D,33.57,154.64,185,130,4934.93
2020-07-23,Occidente,B,44.83,123.35,217,125,7099.37
2020-07-24,Norte,D,58.38,0.83,181,103,7389.97
2020-07-25,Occidente,D,51.92,201.54,197,127,7698.88
2020-07-26,Occidente,D,43.76,73.57,196,112,6020.93
2020-07-27,Sur,C,34.09,262.43,207,107,5008.62
2020-07-28,Norte,D,48.92,1.09,210,118,7075.83
2020-07-29,Centro,A,58.55,197.88,212,113,8005.23
2020-07-30,Centro,A,57.01,147.02,197,113,8071.35
2020-07-31,Norte,C,67.87,108.2,171,111,8627.83
2020-08-01,Centro,B,43.47,91.14,193,104,5474.28
2020-08-02,Centro,B,36.83,91.47,199,95,4896.74
2020-08-03,Norte,C,53.1,182.58,206,121,8088.97
2020-08-04,Occidente,A,52.11,510.53,216,118,8079.41
2020-08-05,Norte,C,49.95,62.02,197,110,6785.08
2020-08-06,Occidente,D,42.54,83.57,194,102,5547.12
2020-08-07,Centro,C,23.47,20.04,199,114,3739.29
2020-08-08,Centro,B,39.93,49.75,212,113,5621.49
2020-08-09,Centro,A,55.57,18.55,204,94,6944.68
2020-08-10,Sur,B,52.84,1.05,220,119,7453.9
2020-08-11,Occidente,B,59.65,128.57,211,111,8165.58
2020-08-12,Sur,A,53.45,36.51,208,111,7487.77
2020-08-13,Sur,D,57.36,204.06,200,116,8311.35
2020-08-14,Norte,A,57.65,67.59,194,104,7562.46
2020-08-15,Sur,A,50.2,163.04,196,105,6483.79
2020-08-16,Norte,C,50.27,55.11,196,129,7551.09
2020-08-17,Norte,A,20.91,178.83,202,132,3238.42
2020-08-18,Sur,C,43.43,193.77,193,111,5813.87
2020-08-19,Occidente,B,43.87,62.89,200,104,6110.68
2020-08-20,Occidente,A,48.91,270.35,182,140,7986.9
2020-08-21,Occidente,D,40.7,34.99,209,121,6140.96
2020-08-22,Occidente,C,59.38,46.82,198,120,8911.08
2020-08-23,Occidente,C,41.18,64.75,210,108,5634.37
2020-08-24,Sur,D,61.02,137.88,206,120,8844.63
2020-08-25,Sur,C,40.39,50.86,229,104,5574.55
2020-08-26,Centro,C,43.96,8.75,223,122,6387.78
2020-08-27,Occidente,D,43.2,0.23,207,127,6612.78
2020-08-28,Sur,B,45.04,206.15,174,129,6700.02
2020-08-29,Centro,A,61.79,102.15,201,121,8593.28
2020-08-30,Occidente,A,46.73,18.64,219,123,7107.3
2020-08-31,Norte,A,46.98,232.41,199,110,6505.13
2020-09-01,Centro,A,42.58,128.12,217,121,6354.52
2020-09-02,Sur,A,47.4,144.93,177,118,6417.39
2020-09-03,Norte,A,52.16,59.69,168,120,7084.34
2020-09-04,Norte,C,47.85,139.85,181,101,6097.08
2020-09-05,Norte,A,48.5,93.13,209,142,7880.32
2020-09-06,Centro,C,60.16,132.65,199,134,9343.09
2020-09-07,Sur,D,52.74,41.3,201,126,7669.47
2020-09-08,Norte,B,38.49,76.58,226,128,5943.02
2020-09-09,Occidente,C,49.15,3.62,206,124,7185.8
2020-09-10,Norte,B,44.62,17.71,198,112,6169.62
2020-09-11,Norte,D,55.21,194.07,200,129,8580.42
2020-09-12,Centro,A,51.03,106.73,187,127,7190.48
2020-09-13,Centro,B,61.3,176.04,188,127,8939.12
2020-09-14,Sur,B,42.6,82.34,175,123,6040.78
2020-09-15,Occidente,D,48.08,56.6,177,142,7577.34
2020-09-16,Centro,D,39.36,168.81,179,113,5008.42
2020-09-17,Norte,D,49.58,4.83,193,118,7418.3
2020-09-18,Sur,C,34.63,116.05,205,126,5532.24
2020-09-19,Norte,C,53.21,94.02,182,141,8185.81
2020-09-20,Norte,B,49.45,3.63,188,114,6598.07
2020-09-21,Centro,D,51.55,40.89,209,131,7847.28
2020-09-22,Sur,B,57.88,73.07,201,151,9634.38
2020-09-23,Occidente,A,52.25,3.3,210,133,7956.72
2020-09-24,Occidente,D,37.23,36.82,199,114,5173.5
2020-09-25,Centro,C,44.44,1.5,191,120,6117.83
2020-09-26,Centro,D,49.2,31.72,202,140,8079.33
2020-09-27,Sur,B,46.72,379.34,153,103,5631.63
2020-09-28,Occidente,C,47.94,60.45,238,120,7685.27
2020-09-29,Occidente,A,66.21,298.63,184,105,8723.84
2020-09-30,Occidente,A,51.0,163.05,213,118,7596.0
2020-10-01,Norte,B,53.82,30.41,208,112,7485.56
2020-10-02,Occidente,D,29.91,276.05,208,122,4429.94
2020-10-03,Norte,A,57.46,35.68,188,113,7902.68
2020-10-04,Sur,B,78.52,42.36,197,117,11096.2
2020-10-05,Norte,C,63.46,36.15,198,98,8235.22
2020-10-06,Sur,C,45.6,58.39,200,117,6332.76
2020-10-07,Occidente,B,72.81,7.65,215,132,11558.81
2020-10-08,Occidente,D,50.27,169.46,236,113,7690.16
2020-10-09,Sur,D,53.07,8.55,215,125,8149.95
2020-10-10,Centro,D,47.33,65.12,183,111,5749.65
2020-10-11,Sur,D,47.07,7.2,199,121,7185.33
2020-10-12,Centro,B,27.52,106.36,201,120,4055.14
2020-10-13,Norte,B,57.87,59.82,203,126,8488.95
2020-10-14,Norte,C,47.03,0.11,193,117,6592.09
2020-10-15,Norte,C,48.12,56.43,213,123,7581.72
2020-10-16,Occidente,D,52.73,45.21,207,115,7073.23
2020-10-17,Norte,A,45.85,245.49,207,120,7027.24
2020-10-18,Centro,A,52.64,91.37,188,121,7059.18
2020-10-19,Norte,C,62.03,175.55,224,131,9745.51
2020-10-20,Sur,C,54.05,15.62,194,133,7992.44
2020-10-21,Sur,B,48.47,13.51,217,123,7227.74
2020-10-22,Occidente,C,48.77,20.2,192,109,6518.62
2020-10-23,Sur,C,52.01,287.63,221,141,8903.98
2020-10-24,Centro,D,41.68,10.47,188,118,5977.7
2020-10-25,Norte,A,52.08,66.06,219,112,7076.04
2020-10-26,Occidente,A,56.85,7.93,185,126,8061.0
2020-10-27,Norte,B,50.88,142.2,185,103,6139.6
2020-10-28,Norte,A,45.76,48.59,199,128,6850.75
2020-10-29,Centro,D,47.13,94.61,204,115,6712.84
2020-10-30,Sur,D,56.52,7.43,186,113,7566.59
2020-10-31,Sur,B,39.0,56.47,183,128,5664.22
2020-11-01,Norte,C,41.84,14.36,201,109,5650.0
2020-11-02,Occidente,C,33.93,39.23,162,109,4578.37
2020-11-03,Sur,D,50.34,20.93,185,125,7559.14
2020-11-04,Occidente,B,58.62,65.73,186,135,9170.41
2020-11-05,Sur,D,63.31,224.02,200,116,8902.27
2020-11-06,Occidente,A,65.49,50.63,214,116,9876.38
2020-11-07,Centro,A,43.1,233.96,195,141,6688.14
2020-11-08,Occidente,D,52.5,149.14,210,115,7716.54
2020-11-09,Centro,C,45.98,137.4,204,128,7002.01
2020-11-10,Centro,A,66.48,151.91,219,121,9956.46
2020-11-11,Occidente,B,63.03,124.02,189,126,9617.26
2020-11-12,Centro,C,51.68,22.72,206,130,7669.83
2020-11-13,Norte,A,43.81,182.23,217,113,6484.28
2020-11-14,Centro,D,15.52,47.15,204,121,2386.76
2020-11-15,Sur,C,35.66,31.36,191,107,4561.67
2020-11-16,Occidente,C,31.48,179.02,187,126,4732.17
2020-11-17,Norte,A,35.54,96.04,228,105,5148.29
2020-11-18,Occidente,B,68.79,29.18,207,129,10440.73
2020-11-19,Sur,A,37.05,218.65,187,133,5515.32
2020-11-20,Sur,A,39.39,77.4,202,105,5204.63
2020-11-21,Sur,A,40.79,2.42,183,129,5675.82
2020-11-22,Centro,A,75.99,74.83,193,112,10229.89
2020-11-23,Centro,A,49.38,310.27,196,131,7546.49
2020-11-24,Occidente,D,59.94,17.67,182,132,8700.46
2020-11-25,Occidente,A,51.75,35.81,191,110,6628.08
2020-11-26,Norte,B,30.16,25.94,203,128,4513.6
2020-11-27,Norte,C,65.33,24.89,215,111,9329.17
2020-11-28,Occidente,D,54.01,8.04,207,108,7523.48
2020-11-29,Centro,B,48.78,62.82,200,124,7187.53
2020-11-30,Sur,A,67.6,170.62,232,131,11310.63
2020-12-01,Occidente,B,46.53,27.45,190,137,7403.53
2020-12-02,Norte,C,48.56,124.18,178,102,6190.47
2020-12-03,Centro,B,46.55,85.11,180,104,5983.15
2020-12-04,Occidente,A,60.76,23.86,197,132,9261.31
2020-12-05,Occidente,C,58.14,84.31,227,139,9548.57
2020-12-06,Centro,A,52.79,73.93,226,122,8271.27
2020-12-07,Occidente,A,39.48,25.6,198,127,5912.95
2020-12-08,Centro,D,46.3,1.71,233,148,8424.95
2020-12-09,Sur,C,39.48,52.24,184,102,4861.59
2020-12-10,Centro,C,61.6,39.03,180,155,9767.12
2020-12-11,Centro,A,34.25,33.24,213,127,5409.9
2020-12-12,Centro,B,65.94,119.95,212,131,10192.31
2020-12-13,Occidente,C,62.88,123.6,207,112,8965.3
2020-12-14,Occidente,B,40.81,261.31,224,129,6127.65
2020-12-15,Centro,B,45.84,2.78,195,133,7199.8
2020-12-16,Occidente,C,42.88,241.19,211,118,6479.83
2020-12-17,Norte,B,54.3,112.17,213,113,8167.18
2020-12-18,Norte,C,64.12,107.73,166,118,8440.0
2020-12-19,Occidente,D,61.86,483.53,207,110,8688.76
2020-12-20,Occidente,C,45.67,8.1,207,129,7015.45
2020-12-21,Centro,C,62.55,162.56,173,110,7996.24
2020-12-22,Sur,C,61.72,89.98,197,99,7693.73
2020-12-23,Occidente,D,48.11,17.64,181,104,6380.16
2020-12-24,Norte,B,49.91,147.32,213,134,7872.28
2020-12-25,Centro,D,65.42,44.42,217,113,9325.17
2020-12-26,Occidente,B,60.58,29.13,205,123,8881.65
2020-12-27,Norte,C,62.25,86.11,208,126,9475.51
2020-12-28,Norte,C,75.85,64.82,204,117,10774.47
2020-12-29,Sur,D,55.47,17.09,188,124,7924.39
2020-12-30,Centro,D,53.26,131.33,223,113,7868.16
2020-12-31,Centro,D,63.58,37.38,178,142,10034.35
2021-01-01,Sur,D,69.88,67.73,208,115,10084.51
2021-01-02,Sur,C,43.89,34.07,207,131,6589.79
2021-01-03,Centro,C,47.98,58.03,216,118,7127.06
2021-01-04,Centro,A,39.81,28.72,183,125,5997.99
2021-01-05,Occidente,D,53.43,65.55,220,130,8651.16
2021-01-06,Occidente,D,58.89,17.51,187,121,7938.76
2021-01-07,Sur,B,40.51,33.24,203,124,5991.5
2021-01-08,Occidente,B,61.34,23.98,183,116,8722.82
2021-01-09,Norte,C,45.47,44.77,167,122,6309.4
2021-01-10,Occidente,A,44.65,177.33,195,117,6479.48
2021-01-11,Occidente,D,61.3,68.4,191,132,9351.25
2021-01-12,Norte,A,43.75,55.16,215,118,6675.98
2021-01-13,Sur,A,35.97,84.95,222,132,5910.84
2021-01-14,Norte,C,57.44,153.53,212,116,8609.41
2021-01-15,Occidente,A,48.68,35.24,197,118,6714.62
2021-01-16,Sur,D,61.98,164.47,169,122,8368.44
2021-01-17,Occidente,C,58.33,28.71,197,122,8445.54
2021-01-18,Norte,A,32.52,188.35,224,106,4414.92
2021-01-19,Norte,C,63.16,179.29,208,111,8842.8
2021-01-20,Occidente,C,69.0,89.37,184,117,9326.62
2021-01-21,Centro,B,60.34,44.1,210,113,8471.55
2021-01-22,Centro,C,60.74,53.49,178,118,8323.54
2021-01-23,Norte,A,47.52,167.68,196,112,6398.15
2021-01-24,Norte,B,45.23,8.6,215,121,6449.46
2021-01-25,Centro,D,52.12,154.55,203,130,8021.23
2021-01-26,Centro,D,59.2,14.3,206,129,8923.39
2021-01-27,Occidente,D,58.95,169.02,206,119,8615.72
2021-01-28,Occidente,D,45.62,231.62,180,122,6486.06
2021-01-29,Centro,D,44.61,72.04,204,107,6147.79
2021-01-30,Occidente,A,35.1,139.79,230,114,5357.72
2021-01-31,Occidente,C,56.47,22.62,219,127,8916.72
2021-02-01,Sur,B,46.1,147.7,176,94,5589.53
2021-02-02,Occidente,C,46.99,121.36,199,110,6547.91
2021-02-03,Norte,C,67.28,12.19,202,117,9542.27
2021-02-04,Occidente,A,55.98,70.13,199,129,8242.05
2021-02-05,Occidente,A,53.23,145.3,222,112,8128.12
2021-02-06,Centro,A,58.3,9.71,205,138,8871.9
2021-02-07,Norte,B,64.21,107.54,194,112,8530.87
2021-02-08,Occidente,A,33.83,161.57,232,120,5147.16
2021-02-09,Occidente,C,44.34,42.82,196,108,6018.63
2021-02-10,Sur,B,47.68,48.1,240,108,7209.22
2021-02-11,Occidente,A,40.22,32.08,193,128,6050.51
2021-02-12,Occidente,A,47.35,20.7,190,140,7284.9
2021-02-13,Sur,A,34.49,316.66,196,115,5362.56
2021-02-14,Centro,C,59.22,121.59,184,129,8457.8
2021-02-15,Occidente,A,44.82,5.41,205,130,6478.13
2021-02-16,Sur,C,52.01,262.65,190,111,7319.78
2021-02-17,Norte,B,50.51,12.27,189,113,7020.86
2021-02-18,Centro,A,55.57,257.78,197,133,8654.44
2021-02-19,Norte,D,25.39,60.11,209,126,3504.82
2021-02-20,Norte,D,54.5,66.49,198,146,9037.95
2021-02-21,Sur,C,47.25,77.67,188,122,6729.71
2021-02-22,Occidente,A,54.07,9.84,195,106,7223.06
2021-02-23,Sur,A,38.21,109.32,181,137,5546.82
2021-02-24,Sur,D,54.14,106.18,199,100,7399.92
2021-02-25,Sur,B,62.99,86.22,196,132,9609.0
2021-02-26,Sur,B,51.9,218.73,179,110,6855.69
2021-02-27,Centro,C,42.83,65.09,195,113,6201.62
2021-02-28,Occidente,D,43.26,123.97,179,135,6350.86
2021-03-01,Norte,C,55.76,41.44,198,119,8053.4
2021-03-02,Norte,C,55.7,258.54,210,122,8057.52
2021-03-03,Occidente,B,53.57,268.99,206,91,7230.59
2021-03-04,Norte,D,49.62,65.8,194,106,6459.82
2021-03-05,Occidente,C,52.03,133.16,182,93,6517.01
2021-03-06,Norte,B,49.35,26.56,195,120,7302.3
2021-03-07,Sur,B,46.19,103.14,166,102,5963.81
2021-03-08,Norte,A,57.57,8.89,202,115,7968.4
2021-03-09,Occidente,D,53.1,198.47,192,127,8086.16
2021-03-10,Occidente,D,62.91,127.86,224,114,9376.86
2021-03-11,Occidente,A,61.17,309.9,218,105,8453.78
2021-03-12,Occidente,C,52.77,150.61,178,140,8025.8
2021-03-13,Occidente,B,55.95,20.21,212,109,7592.57
2021-03-14,Centro,B,40.43,63.01,187,124,6302.29
2021-03-15,Centro,B,49.22,78.18,196,116,6912.93
2021-03-16,Norte,A,53.43,176.3,189,121,7549.41
2021-03-17,Occidente,B,34.17,79.94,198,110,4530.75
2021-03-18,Norte,C,54.29,64.76,197,118,7646.62
2021-03-19,Occidente,C,40.41,124.83,208,102,5424.36
2021-03-20,Occidente,A,41.5,102.77,200,130,6433.39
2021-03-21,Centro,C,44.71,138.14,185,113,5983.7
2021-03-22,Centro,D,49.69,64.46,177,124,6936.08
2021-03-23,Sur,D,36.72,128.56,185,133,5609.53
2021-03-24,Centro,B,58.57,354.41,190,122,8559.6
2021-03-25,Sur,B,51.77,20.04,208,122,7633.7
2021-03-26,Sur,D,69.25,5.37,200,116,9822.04
2021-03-27,Sur,C,53.0,84.57,221,105,7281.57
2021-03-28,Sur,A,55.71,17.25,207,130,8585.05
2021-03-29,Sur,B,41.46,18.04,220,102,5749.14
2021-03-30,Norte,B,38.18,111.52,204,117,5275.8
2021-03-31,Centro,D,56.19,54.81,200,124,8307.95
2021-04-01,Sur,D,39.07,3.31,185,123,5315.75
2021-04-02,Occidente,A,56.42,82.47,190,113,7986.16
2021-04-03,Centro,B,67.07,28.02,186,110,8793.53
